"species","Type","Reitur","km","Fluor","Brennisteinn","2020","2023","CoverageChange","Stadur","Mynd"
"Lecidea lapicida","Hrúðurfléttur","R64",3.2,0,0,1,1,0,"Kalastaðakot","21. mynd"
"Lecidella meiococca cf.","Hrúðurfléttur","R64",3.2,0,0,NA,3,NA,"Kalastaðakot","21. mynd"
"Myriolecis dispersa","Hrúðurfléttur","R64",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Porpidia sp.","Hrúðurfléttur","R64",3.2,0,0,NA,1,NA,"Kalastaðakot","21. mynd"
"Protoparmeliopsis muralis","Hrúðurfléttur","R64",3.2,0,0,NA,1,NA,"Kalastaðakot","21. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R64",3.2,0,0,1,2,1,"Kalastaðakot","21. mynd"
"Tremolecia atrata","Hrúðurfléttur","R64",3.2,0,0,NA,0.1,NA,"Kalastaðakot","21. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R64",3.2,0,0,10,3,-7,"Kalastaðakot","21. mynd"
"Ber klöpp","Hrúðurfléttur","R64",3.2,0,0,25,12,-13,"Kalastaðakot","21. mynd"
"Grimmia","Mosar","R65",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Mosi 1","Mosar","R65",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Physcia dubia","Blað- og runnfléttur","R65",3.2,0,0,NA,17,NA,"Kalastaðakot","21. mynd"
"Physcia sp. (sama og var safnað í reit 63)","Blað- og runnfléttur","R65",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Xanthoria candelaria","Blað- og runnfléttur","R65",3.2,0,0,NA,15,NA,"Kalastaðakot","21. mynd"
"Praseola","Grænþörungar","R65",3.2,0,0,NA,20,NA,"Kalastaðakot","21. mynd"
"Buellia sp.","Hrúðurfléttur","R65",3.2,0,0,NA,15,NA,"Kalastaðakot","21. mynd"
"Candelariella coralliza","Hrúðurfléttur","R65",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Lecaonora sp.","Hrúðurfléttur","R65",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Protoparmeliopsis muralis","Hrúðurfléttur","R65",3.2,0,0,NA,2,NA,"Kalastaðakot","21. mynd"
"Rinodina sp.","Hrúðurfléttur","R65",3.2,0,0,NA,NA,NA,"Kalastaðakot","21. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R65",3.2,0,0,NA,15,NA,"Kalastaðakot","21. mynd"
"Ber klöpp","Hrúðurfléttur","R65",3.2,0,0,NA,3,NA,"Kalastaðakot","21. mynd"
"Andreaea rupestris","Mosar","R66",5,0,0,2,4,2,"Miðfellsmúli","22. mynd"
"Grimmia","Mosar","R66",5,0,0,1,2,1,"Miðfellsmúli","22. mynd"
"Racomitrium fasciculare","Mosar","R66",5,0,0,5,7,2,"Miðfellsmúli","22. mynd"
"Umbilicaria proboscidea","Blað- og runnfléttur","R66",5,0,0,11,23,12,"Miðfellsmúli","22. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R66",5,0,0,4,9,5,"Miðfellsmúli","22. mynd"
"Candelariella vitellina","Hrúðurfléttur","R66",5,0,0,0.1,0.5,0.4,"Miðfellsmúli","22. mynd"
"Immersaria athroocarpa","Hrúðurfléttur","R66",5,0,0,6,4,-2,"Miðfellsmúli","22. mynd"
"Lecanora intricata","Hrúðurfléttur","R66",5,0,0,0.5,0.5,0,"Miðfellsmúli","22. mynd"
"Lecanora polytropa","Hrúðurfléttur","R66",5,0,0,1,2,1,"Miðfellsmúli","22. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R66",5,0,0,0.5,1,0.5,"Miðfellsmúli","22. mynd"
"Tephromela atra","Hrúðurfléttur","R66",5,0,0,5,5,0,"Miðfellsmúli","22. mynd"
"Tremolecia atrata","Hrúðurfléttur","R66",5,0,0,0.5,2,1.5,"Miðfellsmúli","22. mynd"
"Svart hrúður","Hrúðurfléttur","R66",5,0,0,15,17,2,"Miðfellsmúli","22. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R66",5,0,0,15,8,-7,"Miðfellsmúli","22. mynd"
"Ber klöpp","Hrúðurfléttur","R66",5,0,0,0.5,3,2.5,"Miðfellsmúli","22. mynd"
"Andreae","Mosar","R67",5,0,0,0.1,NA,NA,"Miðfellsmúli","22. mynd"
"Grimmia","Mosar","R67",5,0,0,1,1,0,"Miðfellsmúli","22. mynd"
"Racomitrium fasciculare","Mosar","R67",5,0,0,1,1,0,"Miðfellsmúli","22. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R67",5,0,0,23,33,10,"Miðfellsmúli","22. mynd"
"Umbilicaria torrefacta","Blað- og runnfléttur","R67",5,0,0,NA,0.5,NA,"Miðfellsmúli","22. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R67",5,0,0,5,8,3,"Miðfellsmúli","22. mynd"
"Candelariella vitellina","Hrúðurfléttur","R67",5,0,0,0.5,1,0.5,"Miðfellsmúli","22. mynd"
"Lecanora intricata","Hrúðurfléttur","R67",5,0,0,0.1,1,0.9,"Miðfellsmúli","22. mynd"
"Lecanora polytropa","Hrúðurfléttur","R67",5,0,0,1,2,1,"Miðfellsmúli","22. mynd"
"Lecidea lapicida","Hrúðurfléttur","R67",5,0,0,6,5,-1,"Miðfellsmúli","22. mynd"
"Lecidella meiococca","Hrúðurfléttur","R67",5,0,0,5,7,2,"Miðfellsmúli","22. mynd"
"Pertusaria sp.","Hrúðurfléttur","R67",5,0,0,NA,14,NA,"Miðfellsmúli","22. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R67",5,0,0,1,2,1,"Miðfellsmúli","22. mynd"
"Tephromela atra","Hrúðurfléttur","R67",5,0,0,0.5,3,2.5,"Miðfellsmúli","22. mynd"
"Tremolecia atrata","Hrúðurfléttur","R67",5,0,0,0.5,2,1.5,"Miðfellsmúli","22. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R67",5,0,0,10,5,-5,"Miðfellsmúli","22. mynd"
"Ber klöpp","Hrúðurfléttur","R67",5,0,0,0.5,NA,NA,"Miðfellsmúli","22. mynd"
"Andreaea rupestris","Mosar","R68",5,0,0,0.5,0.5,0,"Miðfellsmúli","22. mynd"
"Grimmia","Mosar","R68",5,0,0,3,4,1,"Miðfellsmúli","22. mynd"
"Umbilicaria torrefacta","Blað- og runnfléttur","R68",5,0,0,15,24,9,"Miðfellsmúli","22. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R68",5,0,0,3,3,0,"Miðfellsmúli","22. mynd"
"Candelariella vitellina","Hrúðurfléttur","R68",5,0,0,0.1,0.1,0,"Miðfellsmúli","22. mynd"
"Immersaria athroocarpa","Hrúðurfléttur","R68",5,0,0,3,2,-1,"Miðfellsmúli","22. mynd"
"Lecanora intricata","Hrúðurfléttur","R68",5,0,0,0.5,0.5,0,"Miðfellsmúli","22. mynd"
"Lecanora polytropa","Hrúðurfléttur","R68",5,0,0,NA,NA,NA,"Miðfellsmúli","22. mynd"
"Lecidea lapicida","Hrúðurfléttur","R68",5,0,0,4,10,6,"Miðfellsmúli","22. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R68",5,0,0,12,17,5,"Miðfellsmúli","22. mynd"
"Tephromela atra","Hrúðurfléttur","R68",5,0,0,1,3,2,"Miðfellsmúli","22. mynd"
"Tremolecia atrata","Hrúðurfléttur","R68",5,0,0,0.5,0.5,0,"Miðfellsmúli","22. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R68",5,0,0,20,15,-5,"Miðfellsmúli","22. mynd"
"Ber klöpp","Hrúðurfléttur","R68",5,0,0,3,5,2,"Miðfellsmúli","22. mynd"
"Andreaea rupestris","Mosar","R69",5,0,0,3,3,0,"Gimbrapallar","32. mynd"
"Pogonatum sp.","Mosar","R69",5,0,0,NA,NA,NA,"Gimbrapallar","32. mynd"
"Pogonatum urnigerum","Mosar","R69",5,0,0,NA,0.01,NA,"Gimbrapallar","32. mynd"
"Racomitrium fasciculare","Mosar","R69",5,0,0,15,16,1,"Gimbrapallar","32. mynd"
"Racomitrium lanuginosum","Mosar","R69",5,0,0,0.5,1,0.5,"Gimbrapallar","32. mynd"
"Baeomyces rufus","Blað- og runnfléttur","R69",5,0,0,NA,0.5,NA,"Gimbrapallar","32. mynd"
"Cladonia chlorophaea","Blað- og runnfléttur","R69",5,0,0,NA,0.1,NA,"Gimbrapallar","32. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R69",5,0,0,16,14,-2,"Gimbrapallar","32. mynd"
"Umbilicaria torrefacta","Blað- og runnfléttur","R69",5,0,0,0.5,1,0.5,"Gimbrapallar","32. mynd"
"Umbilicaria proboscidea","Blað- og runnfléttur","R69",5,0,0,0.5,1,0.5,"Gimbrapallar","32. mynd"
"Lecanora intricata","Hrúðurfléttur","R69",5,0,0,17,10,-7,"Gimbrapallar","32. mynd"
"Lecanora polytropa","Hrúðurfléttur","R69",5,0,0,3,3,0,"Gimbrapallar","32. mynd"
"Lecidea lapicida","Hrúðurfléttur","R69",5,0,0,5,5,0,"Gimbrapallar","32. mynd"
"Lepra corallina","Hrúðurfléttur","R69",5,0,0,7,7,0,"Gimbrapallar","32. mynd"
"Tremolecia atrata","Hrúðurfléttur","R69",5,0,0,NA,0.01,NA,"Gimbrapallar","32. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R69",5,0,0,15,22,7,"Gimbrapallar","32. mynd"
"Ber klöpp","Hrúðurfléttur","R69",5,0,0,5,3,-2,"Gimbrapallar","32. mynd"
"Andreaea rupestris","Mosar","R70",5,0,0,10,9,-1,"Gimbrapallar","32. mynd"
"Grimmia","Mosar","R70",5,0,0,NA,NA,NA,"Gimbrapallar","32. mynd"
"Racomitrium fasciculare","Mosar","R70",5,0,0,4,4,0,"Gimbrapallar","32. mynd"
"Racomitrium heterostichum","Mosar","R70",5,0,0,1,0.5,-0.5,"Gimbrapallar","32. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R70",5,0,0,4,3,-1,"Gimbrapallar","32. mynd"
"Stereocaulon vesuvianum","Blað- og runnfléttur","R70",5,0,0,15,8,-7,"Gimbrapallar","32. mynd"
"Bryonora castanea","Hrúðurfléttur","R70",5,0,0,NA,NA,NA,"Gimbrapallar","32. mynd"
"Catillaria contristans","Hrúðurfléttur","R70",5,0,0,2,2,0,"Gimbrapallar","32. mynd"
"Lecidea lapicida","Hrúðurfléttur","R70",5,0,0,15,10,-5,"Gimbrapallar","32. mynd"
"Lepraria","Hrúðurfléttur","R70",5,0,0,2,8,6,"Gimbrapallar","32. mynd"
"Ochrolechia androgyna","Hrúðurfléttur","R70",5,0,0,0.5,NA,NA,"Gimbrapallar","32. mynd"
"Pertusaria sp.","Hrúðurfléttur","R70",5,0,0,3,3,0,"Gimbrapallar","32. mynd"
"Placidium/Placynthium","Hrúðurfléttur","R70",5,0,0,6,6,0,"Gimbrapallar","32. mynd"
"Porpidia melinodes","Hrúðurfléttur","R70",5,0,0,5,8,3,"Gimbrapallar","32. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R70",5,0,0,NA,NA,NA,"Gimbrapallar","32. mynd"
"Tremolecia atrata","Hrúðurfléttur","R70",5,0,0,0.5,0.5,0,"Gimbrapallar","32. mynd"
"Varicellaria lactea","Hrúðurfléttur","R70",5,0,0,10,8,-2,"Gimbrapallar","32. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R70",5,0,0,10,23,13,"Gimbrapallar","32. mynd"
"Ber klöpp","Hrúðurfléttur","R70",5,0,0,2,3,1,"Gimbrapallar","32. mynd"
"Andreaea rupestris","Mosar","R71",5,0,0,11,18,7,"Gimbrapallar","32. mynd"
"Pogonatum urnigerum","Mosar","R71",5,0,0,0.5,0.5,0,"Gimbrapallar","32. mynd"
"Racomitrium fasciculare","Mosar","R71",5,0,0,5,6,1,"Gimbrapallar","32. mynd"
"Racomitrium lanuginosum","Mosar","R71",5,0,0,5,3,-2,"Gimbrapallar","32. mynd"
"Cladonia borealis","Blað- og runnfléttur","R71",5,0,0,0.01,1,0.99,"Gimbrapallar","32. mynd"
"Cladonia chlorophaea","Blað- og runnfléttur","R71",5,0,0,0.1,NA,NA,"Gimbrapallar","32. mynd"
"Cladonia sp.","Blað- og runnfléttur","R71",5,0,0,0.5,NA,NA,"Gimbrapallar","32. mynd"
"Stereocaulon vesuvianum","Blað- og runnfléttur","R71",5,0,0,20,28,8,"Gimbrapallar","32. mynd"
"Amygdalaria","Hrúðurfléttur","R71",5,0,0,0.5,5,4.5,"Gimbrapallar","32. mynd"
"Arthrorhaphis alpina","Hrúðurfléttur","R71",5,0,0,NA,NA,NA,"Gimbrapallar","32. mynd"
"Catillaria contristans","Hrúðurfléttur","R71",5,0,0,5,3,-2,"Gimbrapallar","32. mynd"
"Lepraria","Hrúðurfléttur","R71",5,0,0,NA,0.5,NA,"Gimbrapallar","32. mynd"
"Pertusaria sp.","Hrúðurfléttur","R71",5,0,0,8,9,1,"Gimbrapallar","32. mynd"
"Porpidia flavicunda","Hrúðurfléttur","R71",5,0,0,3,7,4,"Gimbrapallar","32. mynd"
"Porpidia melinodes","Hrúðurfléttur","R71",5,0,0,5,5,0,"Gimbrapallar","32. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R71",5,0,0,10,8,-2,"Gimbrapallar","32. mynd"
"Ber klöpp","Hrúðurfléttur","R71",5,0,0,7,3,-4,"Gimbrapallar","32. mynd"
"Andreaea rupestris","Mosar","R72",4,0,0,NA,5,NA,"Ofan við Gröf","16. mynd"
"Grimmia","Mosar","R72",4,0,0,4,3,-1,"Ofan við Gröf","16. mynd"
"Pogonatum urnigerum","Mosar","R72",4,0,0,0.5,0.5,0,"Ofan við Gröf","16. mynd"
"Racomitrium fasciculare","Mosar","R72",4,0,0,2,5,3,"Ofan við Gröf","16. mynd"
"Mosi 1 (sami og í 76 og 77)","Mosar","R72",4,0,0,3,NA,NA,"Ofan við Gröf","16. mynd"
"Mosi 2 (sami og í 77)","Mosar","R72",4,0,0,1,NA,NA,"Ofan við Gröf","16. mynd"
"Cladonia sp.","Blað- og runnfléttur","R72",4,0,0,NA,NA,NA,"Ofan við Gröf","16. mynd"
"Parmelia omphalodes","Blað- og runnfléttur","R72",4,0,0,20,13,-7,"Ofan við Gröf","16. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R72",4,0,0,2,2,0,"Ofan við Gröf","16. mynd"
"Stereocaulon vesuvianum","Blað- og runnfléttur","R72",4,0,0,2,1,-1,"Ofan við Gröf","16. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R72",4,0,0,1,0.5,-0.5,"Ofan við Gröf","16. mynd"
"Calvitimela aglaea","Hrúðurfléttur","R72",4,0,0,1,0.5,-0.5,"Ofan við Gröf","16. mynd"
"Candelariella","Hrúðurfléttur","R72",4,0,0,0.5,0.5,0,"Ofan við Gröf","16. mynd"
"Immersaria athroocarpa","Hrúðurfléttur","R72",4,0,0,1,NA,NA,"Ofan við Gröf","16. mynd"
"Lecanora intricata","Hrúðurfléttur","R72",4,0,0,1,1,0,"Ofan við Gröf","16. mynd"
"Lecanora polytropa","Hrúðurfléttur","R72",4,0,0,1,NA,NA,"Ofan við Gröf","16. mynd"
"Lecidea lapicida","Hrúðurfléttur","R72",4,0,0,10,10,0,"Ofan við Gröf","16. mynd"
"Ochrolechia androgyna","Hrúðurfléttur","R72",4,0,0,0.5,0.5,0,"Ofan við Gröf","16. mynd"
"Placopsis gelida","Hrúðurfléttur","R72",4,0,0,0.5,0.5,0,"Ofan við Gröf","16. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R72",4,0,0,4,3,-1,"Ofan við Gröf","16. mynd"
"Rhizocarpon grá","Hrúðurfléttur","R72",4,0,0,1,1,0,"Ofan við Gröf","16. mynd"
"Tephromela atra","Hrúðurfléttur","R72",4,0,0,NA,1,NA,"Ofan við Gröf","16. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R72",4,0,0,8,15,7,"Ofan við Gröf","16. mynd"
"Ber klöpp","Hrúðurfléttur","R72",4,0,0,5,8,3,"Ofan við Gröf","16. mynd"
"Andreaea rupestris","Mosar","R73",4,0,0,7,7,0,"Ofan við Gröf","16. mynd"
"Racomitrium fasciculare","Mosar","R73",4,0,0,0.5,5,4.5,"Ofan við Gröf","16. mynd"
"Mosi 2 (sami og í 72 og 77)","Mosar","R73",4,0,0,2,1,-1,"Ofan við Gröf","16. mynd"
"Parmelia saxatilis","Blað- og runnfléttur","R73",4,0,0,10,14,4,"Ofan við Gröf","16. mynd"
"Physcia tenella","Blað- og runnfléttur","R73",4,0,0,0.5,0.1,-0.4,"Ofan við Gröf","16. mynd"
"Calvitimela aglaea","Hrúðurfléttur","R73",4,0,0,0.1,0.1,0,"Ofan við Gröf","16. mynd"
"Candelariella vitellina","Hrúðurfléttur","R73",4,0,0,0.1,0.5,0.4,"Ofan við Gröf","16. mynd"
"Immersaria athroocarpa","Hrúðurfléttur","R73",4,0,0,NA,NA,NA,"Ofan við Gröf","16. mynd"
"Lecanora intricata","Hrúðurfléttur","R73",4,0,0,0.5,0.5,0,"Ofan við Gröf","16. mynd"
"Lecanora polytropa","Hrúðurfléttur","R73",4,0,0,0.5,NA,NA,"Ofan við Gröf","16. mynd"
"Lecidea lapicida","Hrúðurfléttur","R73",4,0,0,NA,NA,NA,"Ofan við Gröf","16. mynd"
"Placopsis gelida","Hrúðurfléttur","R73",4,0,0,3,5,2,"Ofan við Gröf","16. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R73",4,0,0,1,1,0,"Ofan við Gröf","16. mynd"
"Tephromela atra","Hrúðurfléttur","R73",4,0,0,1,0.5,-0.5,"Ofan við Gröf","16. mynd"
"Varicellaria lactea","Hrúðurfléttur","R73",4,0,0,7,6,-1,"Ofan við Gröf","16. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R73",4,0,0,5,20,15,"Ofan við Gröf","16. mynd"
"Ber klöpp","Hrúðurfléttur","R73",4,0,0,17,5,-12,"Ofan við Gröf","16. mynd"
"Andreaea rupestris","Mosar","R74",4,0,0,7,2,-5,"Ofan við Gröf","16. mynd"
"Racomitrium fasciculare","Mosar","R74",4,0,0,1,1,0,"Ofan við Gröf","16. mynd"
"Racomtrium mosi 1 (eins og í 77)","Mosar","R74",4,0,0,0.5,0.5,0,"Ofan við Gröf","16. mynd"
"Mosi 2 (eins og í 77)","Mosar","R74",4,0,0,1,2,1,"Ofan við Gröf","16. mynd"
"Umbilicaria proboscidea","Blað- og runnfléttur","R74",4,0,0,13,NA,NA,"Ofan við Gröf","16. mynd"
"Umbilicaria torrefacta","Blað- og runnfléttur","R74",4,0,0,1,NA,NA,"Ofan við Gröf","16. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R74",4,0,0,2,1,-1,"Ofan við Gröf","16. mynd"
"Calvitimela aglaea","Hrúðurfléttur","R74",4,0,0,NA,0.5,NA,"Ofan við Gröf","16. mynd"
"Candelariella coralliza","Hrúðurfléttur","R74",4,0,0,1,0.5,-0.5,"Ofan við Gröf","16. mynd"
"Immersaria athroocarpa","Hrúðurfléttur","R74",4,0,0,8,5,-3,"Ofan við Gröf","16. mynd"
"Lecanora intricata","Hrúðurfléttur","R74",4,0,0,0.5,NA,NA,"Ofan við Gröf","16. mynd"
"Lecanora polytropa","Hrúðurfléttur","R74",4,0,0,1,0.1,-0.9,"Ofan við Gröf","16. mynd"
"Lecidea lapicida","Hrúðurfléttur","R74",4,0,0,NA,NA,NA,"Ofan við Gröf","16. mynd"
"Lecidea sp.","Hrúðurfléttur","R74",4,0,0,NA,NA,NA,"Ofan við Gröf","16. mynd"
"Ochrolechia parella","Hrúðurfléttur","R74",4,0,0,5,5,0,"Ofan við Gröf","16. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R74",4,0,0,5,4,-1,"Ofan við Gröf","16. mynd"
"Tephromela atra","Hrúðurfléttur","R74",4,0,0,4,3,-1,"Ofan við Gröf","16. mynd"
"Tremolecia atrata","Hrúðurfléttur","R74",4,0,0,0.1,0.01,-0.09,"Ofan við Gröf","16. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R74",4,0,0,10,17,7,"Ofan við Gröf","16. mynd"
"Ber klöpp","Hrúðurfléttur","R74",4,0,0,6,6,0,"Ofan við Gröf","16. mynd"
"Andreaea rupestris","Mosar","R75",7.4,0,0,2,0.5,-1.5,"Neðristallar","18. mynd"
"Mosi 1 Tortula?","Mosar","R75",7.4,0,0,1,1,0,"Neðristallar","18. mynd"
"Physcia caesia","Blað- og runnfléttur","R75",7.4,0,0,3,3,0,"Neðristallar","18. mynd"
"Rusavskia elegans","Blað- og runnfléttur","R75",7.4,0,0,0.01,0.01,0,"Neðristallar","18. mynd"
"Acarospora veronensis","Hrúðurfléttur","R75",7.4,0,0,1,1,0,"Neðristallar","18. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R75",7.4,0,0,1,1,0,"Neðristallar","18. mynd"
"Caloplaca","Hrúðurfléttur","R75",7.4,0,0,0.01,0.1,0.09,"Neðristallar","18. mynd"
"Candelariella vitellina","Hrúðurfléttur","R75",7.4,0,0,1,1,0,"Neðristallar","18. mynd"
"Lepra corallina","Hrúðurfléttur","R75",7.4,0,0,3,NA,NA,"Neðristallar","18. mynd"
"Myriolecis dispersa","Hrúðurfléttur","R75",7.4,0,0,1,1,0,"Neðristallar","18. mynd"
"Ochrolechia parella","Hrúðurfléttur","R75",7.4,0,0,10,11,1,"Neðristallar","18. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R75",7.4,0,0,0.1,0.1,0,"Neðristallar","18. mynd"
"Rhizocarpon sp.","Hrúðurfléttur","R75",7.4,0,0,0.5,0.5,0,"Neðristallar","18. mynd"
"Tephromela atra","Hrúðurfléttur","R75",7.4,0,0,3,4,1,"Neðristallar","18. mynd"
"Tremolecia atrata","Hrúðurfléttur","R75",7.4,0,0,0.5,0.5,0,"Neðristallar","18. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R75",7.4,0,0,20,20,0,"Neðristallar","18. mynd"
"Ber klöpp","Hrúðurfléttur","R75",7.4,0,0,1,1,0,"Neðristallar","18. mynd"
"Andreaea rupestris","Mosar","R76",7.4,0,0,2,2,0,"Neðristallar","18. mynd"
"Arabidopsis petraea","Mosar","R76",7.4,0,0,NA,1,NA,"Neðristallar","18. mynd"
"Mosi 1","Mosar","R76",7.4,0,0,2,2,0,"Neðristallar","18. mynd"
"Mosi","Mosar","R76",7.4,0,0,2,1,-1,"Neðristallar","18. mynd"
"Stereocaulon vesuvianum","Blað- og runnfléttur","R76",7.4,0,0,3,4,1,"Neðristallar","18. mynd"
"Umbilicaria cylindrica","Blað- og runnfléttur","R76",7.4,0,0,1,3,2,"Neðristallar","18. mynd"
"Umbilicaria proboscidea","Blað- og runnfléttur","R76",7.4,0,0,NA,1,NA,"Neðristallar","18. mynd"
"Umbilicaria torrefacta","Blað- og runnfléttur","R76",7.4,0,0,2,1,-1,"Neðristallar","18. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R76",7.4,0,0,2,6,4,"Neðristallar","18. mynd"
"Aspicilia sp.","Hrúðurfléttur","R76",7.4,0,0,NA,NA,NA,"Neðristallar","18. mynd"
"Candelariella vitellina","Hrúðurfléttur","R76",7.4,0,0,0.01,NA,NA,"Neðristallar","18. mynd"
"Immersaria athroocarpa","Hrúðurfléttur","R76",7.4,0,0,2,3,1,"Neðristallar","18. mynd"
"Lecanora intricata","Hrúðurfléttur","R76",7.4,0,0,NA,0.01,NA,"Neðristallar","18. mynd"
"Lecanora polytropa","Hrúðurfléttur","R76",7.4,0,0,0.1,0.5,0.4,"Neðristallar","18. mynd"
"Ochrolechia parella","Hrúðurfléttur","R76",7.4,0,0,1,NA,NA,"Neðristallar","18. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R76",7.4,0,0,1,0.5,-0.5,"Neðristallar","18. mynd"
"Tephromela atra","Hrúðurfléttur","R76",7.4,0,0,NA,0.1,NA,"Neðristallar","18. mynd"
"Tremolecia atrata","Hrúðurfléttur","R76",7.4,0,0,0.01,0.01,0,"Neðristallar","18. mynd"
"Varicellaria lactea","Hrúðurfléttur","R76",7.4,0,0,14,0.5,-13.5,"Neðristallar","18. mynd"
"Hvít hrúður","Hrúðurfléttur","R76",7.4,0,0,NA,12,NA,"Neðristallar","18. mynd"
"Svart hrúður","Hrúðurfléttur","R76",7.4,0,0,13,9,-4,"Neðristallar","18. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R76",7.4,0,0,15,13,-2,"Neðristallar","18. mynd"
"Ber klöpp","Hrúðurfléttur","R76",7.4,0,0,2,2,0,"Neðristallar","18. mynd"
"Andreaea rupestris","Mosar","R77",7.4,0,0,16,22,6,"Neðristallar","18. mynd"
"Racomitrium fasciculare","Mosar","R77",7.4,0,0,3,3,0,"Neðristallar","18. mynd"
"Racomitrium sudeticum","Mosar","R77",7.4,0,0,3,6,3,"Neðristallar","18. mynd"
"Racomitrium lanuginosum","Mosar","R77",7.4,0,0,1,1,0,"Neðristallar","18. mynd"
"Grimmia mosi 1(sami og í 76)","Mosar","R77",7.4,0,0,2,1,-1,"Neðristallar","18. mynd"
"Mosi 2","Mosar","R77",7.4,0,0,NA,NA,NA,"Neðristallar","18. mynd"
"Mosi 3 (í horni)","Mosar","R77",7.4,0,0,0.3,NA,NA,"Neðristallar","18. mynd"
"Cladonia pyxidata","Blað- og runnfléttur","R77",7.4,0,0,1,2,1,"Neðristallar","18. mynd"
"Parmelia ompholodes","Blað- og runnfléttur","R77",7.4,0,0,3,3,0,"Neðristallar","18. mynd"
"Sphaerophorus fragilis","Blað- og runnfléttur","R77",7.4,0,0,11,8,-3,"Neðristallar","18. mynd"
"Stereocaulon vesuvianum","Blað- og runnfléttur","R77",7.4,0,0,0.5,0.5,0,"Neðristallar","18. mynd"
"Umbilicaria cylindrica","Blað- og runnfléttur","R77",7.4,0,0,NA,NA,NA,"Neðristallar","18. mynd"
"Umbilicaria torrefacta","Blað- og runnfléttur","R77",7.4,0,0,0.5,0.5,0,"Neðristallar","18. mynd"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R77",7.4,0,0,2,1,-1,"Neðristallar","18. mynd"
"Candelariella vitellina","Hrúðurfléttur","R77",7.4,0,0,0.1,0.01,-0.09,"Neðristallar","18. mynd"
"Lecanora polytropa","Hrúðurfléttur","R77",7.4,0,0,NA,0.1,NA,"Neðristallar","18. mynd"
"Lecidea lapicida","Hrúðurfléttur","R77",7.4,0,0,2,1,-1,"Neðristallar","18. mynd"
"Lepra corallina","Hrúðurfléttur","R77",7.4,0,0,NA,NA,NA,"Neðristallar","18. mynd"
"Porpidia melinodes","Hrúðurfléttur","R77",7.4,0,0,0.5,0.5,0,"Neðristallar","18. mynd"
"Protoparmelia badia","Hrúðurfléttur","R77",7.4,0,0,0.5,0.1,-0.4,"Neðristallar","18. mynd"
"Rhizocarpon geographicum","Hrúðurfléttur","R77",7.4,0,0,1,2,1,"Neðristallar","18. mynd"
"Tremolecia atrata","Hrúðurfléttur","R77",7.4,0,0,1,0.5,-0.5,"Neðristallar","18. mynd"
"Varicellaria lactea","Hrúðurfléttur","R77",7.4,0,0,6,6,0,"Neðristallar","18. mynd"
"Óaðgreindar tegundir","Hrúðurfléttur","R77",7.4,0,0,15,15,0,"Neðristallar","18. mynd"
"Ber klöpp","Hrúðurfléttur","R77",7.4,0,0,1,3,2,"Neðristallar","18. mynd"
